OBJECTID,statefp,countyfp,tractce,affgeoid,geoid,name,COUNTY,StateAbbr,StateDesc,Location,E_TOTPOP,M_TOTPOP,E_DAYPOP,SPL_EJI,RPL_EJI,SPL_SER,RPL_SER,EPL_OZONE,EPL_PM,EPL_DSLPM,EPL_TOTCR,SPL_EBM_THEME1,RPL_EBM_DOM1,EPL_NPL,EPL_TRI,EPL_TSD,EPL_RMP,EPL_COAL,EPL_LEAD,SPL_EBM_THEME2,RPL_EBM_DOM2,EPL_PARK,EPL_HOUAGE,EPL_WLKIND,SPL_EBM_THEME3,RPL_EBM_DOM3,EPL_RAIL,EPL_ROAD,EPL_AIRPRT,SPL_EBM_THEME4,RPL_EBM_DOM4,EPL_IMPWTR,SPL_EBM_THEME5,RPL_EBM_DOM5,SPL_EBM,RPL_EBM,EPL_MINRTY,SPL_SVM_DOM1,RPL_SVM_DOM1,EPL_POV200,EPL_NOHSDP,EPL_UNEMP,EPL_RENTER,EPL_HOUBDN,EPL_UNINSUR,EPL_NOINT,SPL_SVM_DOM2,RPL_SVM_DOM2,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_LIMENG,SPL_SVM_DOM3,RPL_SVM_DOM3,EPL_MOBILE,EPL_GROUPQ,SPL_SVM_DOM4,RPL_SVM_DOM4,SPL_SVM,RPL_SVM,F_BPHIGH,F_ASTHMA,F_CANCER,F_MHLTH,F_DIABETES,F_HVM,RPL_HVM,E_OZONE,E_PM,E_DSLPM,E_TOTCR,E_NPL,E_TRI,E_TSD,E_RMP,E_COAL,E_LEAD,E_PARK,E_HOUAGE,E_WLKIND,E_RAIL,E_ROAD,E_AIRPRT,E_IMPWTR,EP_MINRTY,EP_POV200,EP_NOHSDP,EP_UNEMP,EP_RENTER,EP_HOUBDN,EP_UNINSUR,EP_NOINT,EP_AGE65,EP_AGE17,EP_DISABL,EP_LIMENG,EP_MOBILE,EP_GROUPQ,EP_BPHIGH,EP_ASTHMA,EP_CANCER,EP_MHLTH,EP_DIABETES,EPL_BPHIGH,EPL_ASTHMA,EPL_CANCER,EPL_DIABETES,EPL_MHLTH,SHAPE__Length,SHAPE__Area
70435,53,061,041904,1400000US53061041904,53061041904,419.04,Snohomish,WA,Washing,"Census Tract 419.04, Snohomish County, Washingto","5,570.00",545.00,"6,878.00",1.47,0.61,1.07,0.57,0.00,0.13,0.92,0.70,1.76,0.45,0.00,0.86,0.00,0.00,0.00,0.00,0.86,0.44,0.56,0.19,0.31,1.06,0.11,0.00,0.17,0.00,0.17,0.07,0.73,0.73,0.73,4.57,0.17,0.73,0.73,0.73,0.75,0.72,0.32,0.94,0.93,0.91,0.64,5.20,0.84,0.17,0.76,0.84,0.92,2.68,0.93,0.46,0.51,0.96,0.63,9.57,0.90,0.00,1.00,0.00,1.00,0.00,2.00,0.40,0.00,7.02,1.01,35.92,0.00,100.00,0.00,0.00,0.00,0.00,62.06,32.01,12.44,0.00,0.03,0.00,86.65,57.50,44.20,16.10,3.50,32.80,48.05,18.40,20.70,9.60,26.10,18.50,13.90,0.50,0.30,27.40,11.10,4.30,17.00,9.90,0.24,0.81,0.09,0.40,0.80,"5,997.54","1,432,213.93"
70436,53,061,041905,1400000US53061041905,53061041905,419.05,Snohomish,WA,Washing,"Census Tract 419.05, Snohomish County, Washingto","6,161.00",535.00,"3,549.00",1.25,0.50,1.05,0.56,0.00,0.12,0.92,0.84,1.89,0.51,0.00,0.77,0.00,0.00,0.00,0.00,0.77,0.40,0.43,0.08,0.19,0.70,0.02,0.00,0.00,0.99,0.99,0.48,0.91,0.91,0.91,5.27,0.31,0.68,0.68,0.68,0.43,0.78,0.11,0.83,0.83,0.89,0.39,4.25,0.67,0.05,0.56,0.39,0.93,1.93,0.43,0.74,0.76,1.50,0.88,8.36,0.74,0.00,1.00,0.00,0.00,0.00,1.00,0.20,0.00,7.00,1.01,39.97,0.00,84.37,0.00,0.00,0.00,0.00,95.92,13.52,13.92,0.00,0.00,94.81,100.00,49.60,26.34,18.40,2.00,23.30,40.41,17.10,13.30,6.30,22.90,10.90,15.20,6.80,1.70,25.30,10.50,4.40,15.00,8.20,0.14,0.70,0.10,0.18,0.62,"6,897.44","2,238,824.86"
70437,53,061,042001,1400000US53061042001,53061042001,420.01,Snohomish,WA,Washing,"Census Tract 420.01, Snohomish County, Washingto","6,298.00",419.00,"3,070.00",0.64,0.16,0.64,0.24,0.00,0.11,0.81,0.53,1.45,0.32,0.00,0.75,0.00,0.00,0.00,0.00,0.75,0.38,0.39,0.16,0.44,0.99,0.08,0.73,0.00,0.98,1.70,0.91,0.49,0.49,0.49,5.38,0.33,0.45,0.45,0.45,0.06,0.10,0.63,0.35,0.33,0.32,0.25,2.04,0.20,0.70,0.45,0.23,0.70,2.07,0.56,0.62,0.45,1.06,0.69,5.62,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.92,0.71,31.79,0.00,76.48,0.00,0.00,0.00,0.00,100.00,27.17,10.13,91.24,0.00,67.17,46.62,25.60,7.80,2.70,5.90,8.60,21.45,4.70,9.70,19.00,21.40,8.70,3.50,2.20,0.20,30.70,9.30,7.20,10.10,8.80,0.43,0.37,0.61,0.25,0.09,"9,370.88","4,922,152.06"
70438,53,061,042003,1400000US53061042003,53061042003,420.03,Snohomish,WA,Washing,"Census Tract 420.03, Snohomish County, Washingto","2,850.00",300.00,"1,672.00",0.15,0.01,0.15,0.02,0.00,0.11,0.77,0.73,1.62,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.39,0.55,1.32,0.28,0.72,0.00,0.00,0.72,0.29,0.43,0.43,0.43,4.09,0.10,0.40,0.40,0.40,0.02,0.10,0.52,0.04,0.06,0.18,0.01,0.93,0.04,0.62,0.26,0.13,0.52,1.53,0.16,0.00,0.45,0.45,0.20,3.31,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.89,0.66,36.70,0.00,0.00,0.00,0.00,0.00,0.00,100.00,52.04,8.50,90.41,0.00,0.00,37.37,21.80,3.61,2.70,5.00,2.30,13.30,3.10,0.80,17.70,18.40,7.10,1.50,0.00,0.20,28.70,9.50,6.80,10.20,8.40,0.31,0.43,0.52,0.21,0.10,"7,410.47","2,727,235.50"
70439,53,061,042004,1400000US53061042004,53061042004,420.04,Snohomish,WA,Washing,"Census Tract 420.04, Snohomish County, Washingto","4,423.00",392.00,"1,989.00",0.55,0.12,0.55,0.18,0.00,0.12,0.87,0.79,1.78,0.46,0.00,0.62,0.00,0.00,0.00,0.00,0.62,0.32,0.46,0.29,0.31,1.07,0.11,0.00,0.00,0.91,0.91,0.44,0.68,0.68,0.68,5.05,0.26,0.54,0.54,0.54,0.20,0.25,0.23,0.61,0.29,0.24,0.34,2.16,0.22,0.24,0.27,0.31,0.80,1.61,0.20,0.48,0.71,1.19,0.73,5.50,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.94,0.84,38.31,0.00,38.23,0.00,0.00,0.00,0.00,90.54,43.14,12.39,0.00,0.00,8.02,78.76,33.30,15.45,5.30,2.90,14.70,20.42,3.80,12.20,11.10,18.70,9.80,6.10,0.60,1.20,27.20,9.90,5.60,12.30,8.60,0.23,0.54,0.27,0.23,0.30,"7,091.47","2,535,215.24"
70440,53,061,042005,1400000US53061042005,53061042005,420.05,Snohomish,WA,Washing,"Census Tract 420.05, Snohomish County, Washingto","5,441.00",281.00,"6,644.00",0.37,0.05,0.37,0.09,0.00,0.11,0.82,0.73,1.66,0.41,0.00,0.76,0.00,0.00,0.00,0.00,0.76,0.39,0.39,0.12,0.48,0.98,0.08,0.58,0.00,0.94,1.52,0.76,0.51,0.51,0.51,5.44,0.35,0.57,0.57,0.57,0.04,0.11,0.46,0.02,0.03,0.04,0.05,0.74,0.03,0.48,0.37,0.08,0.75,1.67,0.24,0.00,0.00,0.00,0.00,2.99,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.91,0.73,36.61,0.00,79.84,0.00,0.00,0.00,0.00,100.00,20.44,9.50,53.66,0.00,23.74,50.06,36.30,6.38,2.90,4.50,1.40,10.61,1.20,3.50,15.30,20.30,6.10,4.60,0.00,0.00,29.80,8.80,6.70,9.10,9.10,0.37,0.23,0.49,0.29,0.04,"13,066.02","6,464,990.37"
70441,53,061,042006,1400000US53061042006,53061042006,420.06,Snohomish,WA,Washing,"Census Tract 420.06, Snohomish County, Washingto","4,656.00",526.00,"8,462.00",0.54,0.11,0.54,0.17,0.00,0.12,0.85,0.74,1.71,0.43,0.00,0.86,0.00,0.00,0.00,0.00,0.86,0.44,0.39,0.03,0.31,0.73,0.02,0.37,0.00,0.99,1.36,0.65,0.65,0.65,0.65,5.29,0.32,0.67,0.67,0.67,0.27,0.21,0.39,0.88,0.61,0.36,0.01,2.75,0.33,0.17,0.44,0.08,0.90,1.60,0.19,0.00,0.00,0.00,0.00,5.02,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.93,0.80,36.80,0.00,100.00,0.00,0.00,0.00,0.00,100.00,4.11,12.39,13.51,0.00,93.48,72.57,48.30,19.01,4.70,4.00,26.50,29.93,5.20,1.60,9.80,21.30,6.20,12.30,0.00,0.00,24.00,9.20,4.90,11.10,7.00,0.10,0.34,0.16,0.08,0.18,"6,609.14","2,650,220.82"
70442,53,061,050101,1400000US53061050101,53061050101,501.01,Snohomish,WA,Washing,"Census Tract 501.01, Snohomish County, Washingto","3,092.00",209.00,857.00,0.38,0.06,0.38,0.09,0.00,0.11,0.79,0.75,1.66,0.41,0.00,0.00,0.00,0.65,0.00,0.00,0.65,0.34,0.39,0.57,0.43,1.38,0.33,0.61,0.00,0.00,0.61,0.22,0.60,0.60,0.60,4.90,0.23,0.43,0.43,0.43,0.19,0.31,0.34,0.29,0.11,0.49,0.10,1.83,0.16,0.43,0.20,0.50,0.40,1.54,0.16,0.00,0.66,0.66,0.37,4.45,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.89,0.69,37.18,0.00,0.00,0.00,0.93,0.00,0.00,100.00,67.52,10.42,60.63,0.00,0.00,63.61,23.80,15.09,6.30,3.70,7.40,15.18,6.90,5.40,14.60,17.30,12.40,0.80,0.00,0.80,30.60,10.00,6.80,11.90,9.20,0.42,0.57,0.52,0.31,0.26,"7,423.04","2,538,129.01"
70443,53,061,050102,1400000US53061050102,53061050102,501.02,Snohomish,WA,Washing,"Census Tract 501.02, Snohomish County, Washingto","6,202.00",596.00,"2,716.00",0.47,0.09,0.47,0.14,0.00,0.12,0.88,0.79,1.79,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.22,0.24,0.92,0.06,0.00,0.00,0.00,0.00,0.00,0.64,0.64,0.64,3.34,0.03,0.65,0.65,0.65,0.31,0.30,0.21,0.71,0.73,0.73,0.27,3.26,0.45,0.17,0.40,0.09,0.84,1.51,0.15,0.51,0.55,1.06,0.69,6.48,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.93,0.87,38.08,0.00,0.00,0.00,0.00,0.00,0.00,92.12,35.45,13.33,0.00,0.00,0.00,71.31,46.20,20.96,6.20,2.80,17.70,34.56,11.40,10.10,9.80,20.70,6.40,8.10,0.80,0.40,26.70,10.20,5.10,13.20,8.40,0.20,0.62,0.19,0.21,0.41,"5,770.55","1,814,615.18"
70444,53,061,050200,1400000US53061050200,53061050200,502,Snohomish,WA,Washing,"Census Tract 502, Snohomish County, Washington","4,086.00",268.00,"2,226.00",0.63,0.15,0.43,0.11,0.00,0.11,0.79,0.74,1.63,0.40,0.00,0.00,0.00,0.97,0.00,0.00,0.97,0.53,0.39,0.54,0.51,1.44,0.39,0.77,0.00,0.00,0.77,0.36,0.41,0.41,0.41,5.21,0.30,0.38,0.38,0.38,0.06,0.09,0.68,0.05,0.24,0.40,0.05,1.57,0.12,0.90,0.10,0.32,0.35,1.66,0.23,0.00,0.64,0.64,0.36,4.25,0.13,0.00,0.00,1.00,0.00,0.00,1.00,0.20,0.00,6.86,0.68,36.83,0.00,0.00,0.00,92.30,0.00,0.00,100.00,64.81,8.92,98.68,0.00,0.00,33.73,20.40,7.51,2.60,6.50,2.60,19.12,5.70,3.50,24.50,13.50,10.00,0.60,0.00,0.70,32.40,9.50,8.50,9.70,9.40,0.53,0.43,0.88,0.33,0.07,"13,096.92","4,532,948.38"
70445,53,061,050300,1400000US53061050300,53061050300,503,Snohomish,WA,Washing,"Census Tract 503, Snohomish County, Washington","5,591.00",363.00,"2,188.00",0.57,0.13,0.37,0.09,0.00,0.10,0.76,0.75,1.60,0.38,0.00,0.00,0.00,0.81,0.00,0.00,0.81,0.41,0.39,0.75,0.43,1.57,0.51,0.72,0.00,0.00,0.72,0.29,0.51,0.51,0.51,5.21,0.30,0.20,0.20,0.20,0.06,0.09,0.46,0.13,0.08,0.18,0.04,1.05,0.05,0.92,0.26,0.14,0.44,1.76,0.30,0.00,0.70,0.70,0.40,3.71,0.08,0.00,0.00,1.00,0.00,0.00,1.00,0.20,0.00,6.79,0.64,37.04,0.00,0.00,0.00,16.94,0.00,0.00,100.00,81.87,10.33,89.38,0.00,0.00,49.60,9.90,7.88,2.60,4.50,4.60,14.12,3.10,3.10,26.30,18.50,7.30,1.00,0.00,1.10,33.30,9.40,9.00,9.60,9.20,0.58,0.40,0.93,0.31,0.06,"9,408.21","3,695,483.52"
70446,53,061,050401,1400000US53061050401,53061050401,504.01,Snohomish,WA,Washing,"Census Tract 504.01, Snohomish County, Washingto","7,074.00",359.00,"3,832.00",0.79,0.23,0.59,0.20,0.00,0.10,0.80,0.76,1.66,0.41,0.00,0.47,0.00,0.76,0.00,0.00,1.23,0.59,0.39,0.52,0.25,1.15,0.15,0.51,0.20,0.00,0.71,0.28,0.68,0.68,0.68,5.43,0.35,0.39,0.39,0.39,0.14,0.21,0.16,0.42,0.25,0.61,0.14,1.92,0.18,0.65,0.31,0.23,0.57,1.76,0.30,0.46,0.64,1.09,0.70,5.16,0.24,0.00,0.00,1.00,0.00,0.00,1.00,0.20,0.00,6.78,0.70,37.48,0.00,10.81,0.00,8.42,0.00,0.00,100.00,62.96,13.19,37.91,2.07,0.00,79.57,21.10,12.19,4.60,2.40,9.90,19.49,8.80,6.60,18.10,19.30,8.80,1.90,0.50,0.70,30.40,9.60,7.80,10.40,8.90,0.41,0.46,0.76,0.27,0.11,"8,594.77","3,341,009.36"
70447,53,061,050402,1400000US53061050402,53061050402,504.02,Snohomish,WA,Washing,"Census Tract 504.02, Snohomish County, Washingto","5,846.00",442.00,"6,957.00",0.82,0.25,0.62,0.22,0.00,0.10,0.82,0.77,1.69,0.42,0.00,0.54,0.00,0.79,0.00,0.00,1.33,0.62,0.39,0.56,0.30,1.24,0.21,0.34,0.28,0.00,0.62,0.23,0.70,0.70,0.70,5.59,0.38,0.33,0.33,0.33,0.12,0.06,0.17,0.48,0.33,0.40,0.10,1.66,0.14,0.64,0.26,0.46,0.40,1.75,0.29,0.61,0.81,1.42,0.84,5.16,0.24,0.00,0.00,1.00,0.00,0.00,1.00,0.20,0.00,6.78,0.74,37.73,0.00,20.33,0.00,13.79,0.00,0.00,100.00,66.29,12.58,10.25,13.02,0.00,83.70,17.30,11.47,1.90,2.50,11.20,21.46,5.70,5.40,18.00,18.40,11.80,0.80,2.10,2.30,30.50,9.70,7.60,10.80,8.90,0.42,0.49,0.71,0.27,0.15,"8,004.67","2,845,404.90"
70448,53,061,050500,1400000US53061050500,53061050500,505,Snohomish,WA,Washing,"Census Tract 505, Snohomish County, Washington","6,994.00",418.00,"6,582.00",0.80,0.24,0.40,0.10,0.00,0.09,0.76,0.74,1.59,0.38,0.00,0.00,0.00,0.96,0.00,0.00,0.96,0.53,0.39,0.43,0.03,0.85,0.04,0.73,0.00,0.00,0.73,0.29,0.42,0.42,0.42,4.55,0.17,0.31,0.31,0.31,0.15,0.07,0.20,0.63,0.68,0.11,0.31,2.15,0.22,0.98,0.08,0.73,0.40,2.20,0.66,0.00,0.45,0.45,0.20,5.09,0.23,1.00,0.00,1.00,0.00,0.00,2.00,0.40,0.00,6.73,0.64,36.97,0.00,0.00,0.00,92.19,0.00,0.00,100.00,55.82,16.47,91.65,0.00,0.00,35.08,15.60,13.08,2.20,2.70,15.10,32.49,2.20,11.20,39.40,12.40,16.10,0.80,0.00,0.20,39.10,9.30,11.90,8.40,10.90,0.84,0.37,0.99,0.52,0.01,"9,077.80","3,457,630.78"
70449,53,061,050600,1400000US53061050600,53061050600,506,Snohomish,WA,Washing,"Census Tract 506, Snohomish County, Washington","1,102.00",134.00,915.00,0.63,0.15,0.43,0.11,0.00,0.09,0.71,0.63,1.43,0.31,0.00,0.71,0.00,0.85,0.00,0.00,1.56,0.71,0.41,0.30,0.69,1.40,0.35,0.79,0.00,0.00,0.79,0.37,0.38,0.38,0.38,5.56,0.38,0.29,0.29,0.29,0.03,0.05,0.30,0.01,0.03,0.03,0.08,0.54,0.01,0.84,0.57,0.09,0.42,1.92,0.42,0.00,0.64,0.64,0.36,3.38,0.05,0.00,0.00,1.00,0.00,0.00,1.00,0.20,0.00,6.74,0.59,34.02,0.00,66.63,0.00,28.95,0.00,0.00,99.17,43.74,6.83,100.00,0.00,0.00,30.09,14.60,5.31,1.80,3.40,1.10,10.95,1.00,4.80,22.40,23.00,6.30,0.90,0.00,0.70,32.30,9.20,8.60,9.00,9.00,0.52,0.34,0.89,0.28,0.03,"8,575.68","3,239,481.42"
70450,53,061,050700,1400000US53061050700,53061050700,507,Snohomish,WA,Washing,"Census Tract 507, Snohomish County, Washington","6,341.00",406.00,"4,170.00",0.54,0.11,0.54,0.17,0.00,0.10,0.82,0.77,1.68,0.42,0.00,0.46,0.00,0.64,0.00,0.00,1.10,0.56,0.52,0.33,0.30,1.14,0.15,0.50,0.00,0.00,0.50,0.17,0.63,0.63,0.63,5.05,0.26,0.53,0.53,0.53,0.09,0.24,0.23,0.73,0.52,0.21,0.16,2.19,0.22,0.45,0.39,0.40,0.32,1.56,0.17,0.44,0.70,1.14,0.71,5.42,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.79,0.73,37.56,0.00,9.57,0.00,0.49,0.00,0.00,75.83,46.44,12.60,35.46,0.00,0.00,69.44,33.00,9.79,5.20,2.90,18.60,26.77,3.50,7.30,14.80,20.50,11.10,0.50,0.40,1.10,30.20,10.10,7.40,11.40,8.70,0.40,0.60,0.66,0.24,0.21,"7,956.40","3,090,654.03"
70451,53,061,050800,1400000US53061050800,53061050800,508,Snohomish,WA,Washing,"Census Tract 508, Snohomish County, Washington","6,804.00",559.00,"3,575.00",0.39,0.06,0.39,0.09,0.00,0.10,0.82,0.79,1.71,0.43,0.00,0.30,0.00,0.62,0.00,0.00,0.91,0.51,0.39,0.59,0.15,1.12,0.14,0.00,0.20,0.00,0.20,0.07,0.71,0.71,0.71,4.65,0.19,0.43,0.43,0.43,0.14,0.15,0.13,0.43,0.46,0.43,0.09,1.84,0.16,0.48,0.19,0.62,0.62,1.91,0.41,0.00,0.73,0.73,0.43,4.92,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.80,0.74,38.09,0.00,0.20,0.00,0.02,0.00,0.00,100.00,69.11,14.43,0.00,3.09,0.00,83.95,24.30,12.62,3.60,2.20,10.10,25.08,6.00,5.20,15.40,16.90,14.10,2.40,0.00,1.40,30.60,9.80,7.30,11.20,9.20,0.42,0.52,0.64,0.31,0.19,"8,114.72","3,200,067.40"
70452,53,061,050900,1400000US53061050900,53061050900,509,Snohomish,WA,Washing,"Census Tract 509, Snohomish County, Washington","3,819.00",396.00,"3,644.00",0.62,0.15,0.62,0.22,0.00,0.10,0.86,0.81,1.78,0.46,0.00,0.46,0.00,0.00,0.00,0.00,0.46,0.25,0.39,0.56,0.04,0.98,0.08,0.00,0.61,0.00,0.61,0.22,0.72,0.72,0.72,4.54,0.17,0.64,0.64,0.64,0.32,0.41,0.42,0.81,0.66,0.80,0.34,3.76,0.56,0.24,0.77,0.31,0.84,2.16,0.64,0.00,0.00,0.00,0.00,6.57,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.83,0.82,38.87,0.00,9.06,0.00,0.00,0.00,0.00,100.00,66.10,16.17,0.00,75.23,0.00,85.52,44.90,21.48,8.00,4.20,22.00,31.76,13.40,12.10,11.20,26.20,9.90,8.10,0.00,0.00,31.60,9.90,6.70,12.00,10.00,0.48,0.54,0.49,0.41,0.27,"7,516.82","1,627,610.63"
70453,53,061,051000,1400000US53061051000,53061051000,510,Snohomish,WA,Washing,"Census Tract 510, Snohomish County, Washington","4,342.00",332.00,"3,925.00",0.72,0.20,0.72,0.30,0.00,0.10,0.89,0.82,1.81,0.48,0.00,0.65,0.00,0.00,0.00,0.00,0.65,0.33,0.39,0.68,0.18,1.25,0.22,0.00,0.77,0.00,0.77,0.32,0.72,0.72,0.72,5.19,0.29,0.60,0.60,0.60,0.35,0.29,0.34,0.78,0.74,0.75,0.34,3.59,0.52,0.39,0.30,0.23,0.81,1.73,0.27,0.00,0.51,0.51,0.25,6.42,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.84,0.89,39.11,0.00,46.17,0.00,0.00,0.00,0.00,100.00,75.99,14.00,0.00,100.00,0.00,85.52,39.10,22.85,5.90,3.70,20.50,35.09,12.00,12.00,13.80,19.20,8.80,6.60,0.00,0.30,28.80,10.10,6.40,12.20,9.00,0.31,0.60,0.43,0.28,0.29,"9,399.68","3,607,927.63"
70454,53,061,051100,1400000US53061051100,53061051100,511,Snohomish,WA,Washing,"Census Tract 511, Snohomish County, Washington","3,830.00",215.00,"2,611.00",0.67,0.17,0.67,0.26,0.00,0.11,0.90,0.88,1.89,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.62,0.04,1.04,0.10,0.00,0.77,0.00,0.77,0.32,0.72,0.72,0.72,4.41,0.15,0.50,0.50,0.50,0.20,0.42,0.05,0.77,0.68,0.32,0.39,2.83,0.35,0.66,0.13,0.85,0.59,2.23,0.69,0.70,0.73,1.43,0.84,6.99,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.89,0.91,41.24,0.00,0.00,0.00,0.00,0.00,0.00,100.00,71.18,16.22,0.00,100.00,0.00,85.52,29.90,15.35,8.30,1.30,20.20,32.58,4.70,13.30,18.30,15.10,18.90,2.10,4.80,1.40,29.70,10.00,6.70,12.00,9.20,0.37,0.57,0.49,0.31,0.27,"6,208.26","2,066,311.56"
70455,53,061,051200,1400000US53061051200,53061051200,512,Snohomish,WA,Washing,"Census Tract 512, Snohomish County, Washington","4,779.00",306.00,"2,599.00",0.77,0.22,0.57,0.19,0.00,0.11,0.90,0.82,1.83,0.48,0.00,0.72,0.00,0.00,0.00,0.00,0.72,0.37,0.39,0.56,0.28,1.22,0.20,0.00,0.77,0.00,0.77,0.32,0.72,0.72,0.72,5.25,0.31,0.60,0.60,0.60,0.36,0.37,0.17,0.62,0.35,0.50,0.12,2.49,0.28,0.22,0.27,0.26,0.83,1.58,0.18,0.00,0.69,0.69,0.39,5.36,0.27,0.00,1.00,0.00,0.00,0.00,1.00,0.20,0.00,6.85,0.91,39.22,0.00,68.26,0.00,0.00,0.00,0.00,100.00,66.15,12.79,0.00,100.00,0.00,85.62,39.70,23.36,7.30,2.50,14.80,22.04,7.10,6.00,10.80,18.60,9.20,7.40,0.00,1.00,28.60,10.40,5.80,13.40,9.20,0.30,0.67,0.31,0.31,0.43,"6,137.74","2,086,556.63"
70456,53,061,051300,1400000US53061051300,53061051300,513,Snohomish,WA,Washing,"Census Tract 513, Snohomish County, Washington","7,304.00",429.00,"3,972.00",0.34,0.04,0.34,0.07,0.00,0.11,0.90,0.84,1.85,0.49,0.00,0.54,0.00,0.00,0.00,0.00,0.54,0.28,0.39,0.34,0.22,0.94,0.07,0.00,0.54,0.00,0.54,0.18,0.72,0.72,0.72,4.60,0.18,0.58,0.58,0.58,0.08,0.08,0.16,0.70,0.58,0.31,0.03,1.94,0.18,0.24,0.47,0.28,0.44,1.43,0.12,0.00,0.59,0.59,0.32,4.53,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.91,0.91,39.81,0.00,21.14,0.00,0.00,0.00,0.00,100.00,47.28,13.58,0.00,60.43,0.00,86.34,37.10,8.92,2.40,2.40,17.30,28.65,4.60,2.80,11.20,21.70,9.40,1.00,0.00,0.50,26.10,9.70,5.90,11.40,7.50,0.18,0.49,0.33,0.12,0.21,"9,366.38","2,961,043.55"
70457,53,061,051400,1400000US53061051400,53061051400,514,Snohomish,WA,Washing,"Census Tract 514, Snohomish County, Washington","8,245.00",742.00,"14,007.00",1.13,0.43,1.13,0.62,0.00,0.10,0.90,0.80,1.80,0.47,0.00,0.84,0.00,0.00,0.00,0.00,0.84,0.43,0.39,0.53,0.06,0.97,0.08,0.00,0.76,0.00,0.76,0.31,0.75,0.75,0.75,5.12,0.28,0.72,0.72,0.72,0.56,0.84,0.10,0.88,0.96,0.87,0.45,4.66,0.75,0.27,0.54,0.78,0.90,2.49,0.86,0.64,0.67,1.31,0.78,9.18,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.84,0.90,38.63,0.00,99.13,0.00,0.00,0.00,0.00,100.00,63.83,15.80,0.00,99.79,0.00,89.39,55.40,33.05,21.90,1.90,26.40,53.48,16.20,15.00,11.70,22.60,17.10,12.50,2.60,0.90,29.40,10.30,5.30,13.50,10.00,0.35,0.65,0.22,0.41,0.44,"10,768.78","4,048,232.25"
70458,53,061,051500,1400000US53061051500,53061051500,515,Snohomish,WA,Washing,"Census Tract 515, Snohomish County, Washington","5,837.00",436.00,"15,088.00",0.95,0.32,0.95,0.47,0.00,0.10,0.85,0.80,1.75,0.45,0.00,0.69,0.00,0.00,0.00,0.00,0.69,0.36,0.39,0.44,0.16,0.98,0.08,0.27,0.29,0.00,0.56,0.19,0.72,0.72,0.72,4.70,0.19,0.62,0.62,0.62,0.56,0.42,0.23,0.79,0.82,0.67,0.46,3.96,0.60,0.57,0.55,0.56,0.84,2.51,0.87,0.48,0.89,1.37,0.81,8.45,0.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.83,0.79,38.41,0.00,60.30,0.00,0.00,0.00,0.00,100.00,56.34,14.33,1.59,14.28,0.00,85.51,41.50,32.97,8.30,2.90,21.00,39.63,10.10,15.40,16.90,22.70,13.20,7.80,0.60,4.30,32.10,10.30,7.00,12.90,10.50,0.51,0.65,0.56,0.47,0.37,"8,971.92","3,280,350.36"
70459,53,061,051601,1400000US53061051601,53061051601,516.01,Snohomish,WA,Washing,"Census Tract 516.01, Snohomish County, Washingto","4,772.00",482.00,"4,915.00",1.07,0.39,0.87,0.40,0.00,0.11,0.83,0.76,1.70,0.43,0.00,0.00,0.00,0.81,0.00,0.00,0.81,0.42,0.39,0.40,0.32,1.11,0.13,0.42,0.00,0.00,0.42,0.13,0.73,0.73,0.73,4.76,0.21,0.64,0.64,0.64,0.45,0.31,0.83,0.61,0.70,0.63,0.22,3.74,0.55,0.29,0.77,0.19,0.82,2.07,0.56,0.67,0.69,1.36,0.80,7.82,0.66,0.00,1.00,0.00,0.00,0.00,1.00,0.20,0.00,6.90,0.75,37.28,0.00,0.00,0.00,18.51,0.00,0.00,100.00,53.24,12.33,20.55,0.00,0.00,86.87,44.00,27.38,6.30,8.80,14.60,33.35,9.20,8.80,12.20,26.20,8.20,7.10,3.90,1.00,30.50,10.40,5.80,13.20,10.40,0.42,0.67,0.31,0.46,0.41,"7,776.18","2,440,543.50"
